text,label
L'hypotypose prosopographique décrit vivement l'apparence d'une personne.,fra
Elle doit valider mon ticket.,fra
Ziri va perdre.,fra
Pourquoi étiez-vous si lents ?,fra
Les missionnaires ont civilisé les indigènes.,fra
Où sont mes gants ?,fra
La consommation éthique implique de repenser nos habitudes alimentaires.,fra
Amène-le avec toi !,fra
Ils veulent un avocat.,fra
Ils gagnaient.,fra
Il n'existe pas de bon stéréotype.,fra
Hier nous sommes allés dans un labyrinthe géant.,fra
"Ce fut un coup de maître, je dois le féliciter.",fra
Qui contrôle Internet ?,fra
Thomas a des épaules de nageur.,fra
Vous êtes-vous abonné ?,fra
Tu as un long chemin à parcourir.,fra
Il étudie le berbère.,fra
"Quand il s'assoit pour manger, il vide le plat.",fra
Tom vient de rentrer à la maison.,fra
Il regarda des belles roses.,fra
Rien ne me rendrait plus heureux que de vous voir heureuses.,fra
Je veux savoir qui les a tués.,fra
Je viens vous chercher.,fra
Qu'est-ce que le chat manigance ?,fra
"Ainsi, vous consentez !",fra
Cette femme me trotte dans la tête.,fra
Je ne veux pas être ton amie.,fra
Vous sous-estimez Tom.,fra
"Moi je marche ! Toi, tu parades !",fra
Il sème la zizanie en lançant des sujets de conversation controversés.,fra
Elle prétend que cet endroit lui appartient.,fra
Il n'est pas du pays.,fra
Tom s'est senti trahi.,fra
Je ne suis pas payé pour faire cela.,fra
Garde-moi un peu de crème glacée.,fra
J'ai été piqué par des moustiques.,fra
Je lave ma voiture une fois par semaine.,fra
« Qu'est-ce que Jean a dit ? » « Je ne sais pas. Je n'ai pas écouté. »,fra
Veuillez en prendre note.,fra
J’écrirai un article sur lui.,fra
"Sous une dictature, rire peut être un délit.",fra
Vous êtes très généreuses.,fra
Le port du masque doit être obligatoire dans tous les lieux publics.,fra
Êtes-vous si stupide que vous ne puissiez le voir ?,fra
Tom n'est pas un imbécile.,fra
Tu restes en voiture.,fra
"Maintenant, corrigez cela.",fra
Taourirt Issoulas est une commune.,fra
Je vous appellerai juste après la réunion.,fra
Quand buvez-vous du café ?,fra
Je serai là qu'il pleuve ou qu'il vente.,fra
C'est la meilleure encre.,fra
Son caractère querelleur lui cause des problèmes.,fra
Je peux imaginer des situations dans lesquelles un couteau serait bien utile.,fra
Je suis capable de faire ça.,fra
Un chien l'a mordue.,fra
La société est opposée à l'individu.,fra
Où est ton petit-fils ?,fra
"La semaine prochaine, nous irons visiter le Futuroscope.",fra
Jean lava son chien.,fra
Ils n'avaient guère à manger.,fra
"Un gars de cet acabit, je lui tire mon chapeau.",fra
Voyager me fait peur.,fra
Tom et Marie visitèrent la Scandinavie.,fra
Je ne peux pas souffrir le nouveau petit ami de ma mère.,fra
On pourrait discuter de l’importance des salutations chaleureuses en début de conversation.,fra
"Par les temps qui courent, les idées plates prennent un certain relief.",fra
Je veux lire ces livres.,fra
Il a pris en compte son opinion.,fra
Les Jackson ont trois chiens et trois chats.,fra
Ce film était un peu décevant.,fra
"Ces derniers jours, il a beaucoup neigé.",fra
Je ne peux pas regarder cette photo sans que cela me rappelle l'époque où j'allais à l'école.,fra
Je suis allée voir Tom.,fra
Je veux vraiment que tu me serres dans tes bras.,fra
Fait-il très chaud dehors ?,fra
Je crois que je suis amoureux.,fra
Elle ne m'a pas invité à la fête.,fra
Je pense à Tom toute la journée.,fra
Nous valorisons les autres à tel point qu’ils nous méprisent.,fra
Je n'ai pas mis le pied dehors depuis plusieurs jours.,fra
Vous pouvez ajouter de l'huile de sésame ou quelques épices.,fra
Tom n'a rien senti.,fra
Tom n'aime pas les chiens.,fra
La liberté d’expression ne tolère pas la censure.,fra
J'ai trouvé mon âme sœur en Bob.,fra
On a dîné chez mon oncle.,fra
Adam est-il le cousin de Sophie ?,fra
Je nage mieux que lui.,fra
Je pensais que tu ne voulais pas parler de ça.,fra
Tom disait que Manon n'avait rien à manger.,fra
As-tu remis une copie du disque à qui que ce soit ?,fra
À quelle heure vas-tu habituellement te coucher ?,fra
De larges gouttes de pluie commençaient à tomber.,fra
"Excuse-moi, j'ai fait une erreur.",fra
Il allume la bougie.,fra
"Ayant fait son travail, il sortit.",fra
Puis-je manger cette pomme ?,fra
La carte du monde est à l'envers.,fra
Il faut que je m'active pour attraper mon train.,fra
Il a appelé sa mère depuis l'aéroport.,fra
Mon pied est enflé après la marche.,fra
Elle ne sait pas faire de la bicyclette.,fra
"Sans aucun doute, celui qu'il l'a tué est un droitier.",fra
Le glaçage est la touche finale qui rend les gâteaux encore plus appétissants.,fra
Il n’y a de Dieu que Allah et Mahomet est son prophète.,fra
Je note chaque mot exprimé dans un cahier.,fra
Vous parlez de mon grand-père ?,fra
C'est un art de vivre que de connaître le bon moment pour se reposer.,fra
J'ai retenu mon souffle.,fra
Il n'y a pas de lien.,fra
La pratique constitue le meilleur enseignant.,fra
Il a le clavier kabyle.,fra
Je ne peux m'empêcher d'avoir l'impression que j'ai oublié quelque chose.,fra
Connais-tu des rois ?,fra
Ils ont bifurqué à gauche après le carrefour.,fra
Un journal peut également servir à tuer les mouches.,fra
Je mange des biscottes.,fra
Qu'as-tu confectionné ?,fra
Les hommes sont tous condamnés à mort avec des sursis indéfinis.,fra
"Je suis seul, mais je n'arrête pas de parler.",fra
Je dois m'y habituer.,fra
Tom est un pervers.,fra
Je suis à l'aéroport.,fra
Ma fermeture éclair est cassée.,fra
Ma copine est ici.,fra
On n'a pas le temps de jouer.,fra
Comment dit-on « chat » en espagnol ?,fra
Il est à vous si vous le voulez.,fra
"Tom devait aller aux toilettes, mais il était trop timide pour demander à l'instituteur.",fra
Je souhaite que vous rencontriez quelqu'un.,fra
"La France, elle aussi, hésite.",fra
Il n'a pas entendu que l'on appelait son nom.,fra
Il nous voit d’un mauvais œil.,fra
Tom étudie le français.,fra
Je ne veux pas que mon cœur se brise une seconde fois.,fra
Je criai à gorge déployée.,fra
Est-ce à Boston que vous avez grandi ?,fra
"Si jamais il bifurque, il te prendra au dépourvu.",fra
Ils ont demandé à leur père s'ils pouvaient aller au cinéma.,fra
Je voulais juste vous prévenir.,fra
C'est chaud comme la braise.,fra
Trop d'alcool vous rendra malade.,fra
"Sur ce, allons-y !",fra
Apprêtez-vous !,fra
Depuis quand es-tu devenu si arrogant ?,fra
Quelqu'un ici dispose-t-il d'un tire-bouchon ?,fra
Ce chanteur a une voix magnifique.,fra
"À peine ai-je soulevé le couvercle, voilà qu'une mauvaise odeur me monte au nez.",fra
Est-ce que tes parents te laissent manger des sucreries ?,fra
Je te contacterai la semaine prochaine.,fra
Va te changer.,fra
Il est satisfait de ce qu'il a vu.,fra
Comment meubler cette pièce ?,fra
Elle enleva la laisse de son chien.,fra
Rien n'est plus précieux que la vie.,fra
Tout ceci a changé au cours du vingtième siècle.,fra
Notre armée a attaqué le royaume.,fra
Tom est frivole.,fra
Tom est arrivé lundi.,fra
Jean regarde des roses.,fra
Il m'a demandé ce dont j'avais besoin.,fra
Où penses-tu passer tes vacances ?,fra
"Si je me suis battu pour naître et si j'ai réussi à vaincre les complications de ma naissance, ça veut tout simplement dire que j'étais fait et assez fort pour vivre cette vie.",fra
"Parlez plus lentement, s'il vous plait.",fra
Je le jure par tous les saints du paradis.,fra
Vous savez ce que vous allez acheter.,fra
Les tensions montaient.,fra
Il a frappé son poing sur la table.,fra
Il se peut que nous soyons en danger.,fra
On dirait du français.,fra
Où est ma voiture ?,fra
J'aimerais prendre rendez-vous pour une coupe.,fra
"J'ai veillé toute la nuit, à étudier.",fra
Vous vous abaissiez à son niveau.,fra
Aujourd'hui Marie va se marier.,fra
Ça vous dit un petit apéro sous la tonnelle ?,fra
"Je vais t'écraser, espèce de punaise !",fra
Oh que le cœur des femmes est illusoire.,fra
Les amis ne laissent pas leurs amis conduire en état d'ébriété.,fra
Il ne fera rien de lui-même.,fra
Nous sommes invités.,fra
Je vais m'occuper de toi.,fra
Il ne fait pas attention à sa tenue vestimentaire.,fra
Je veux avoir un téléphone portable.,fra
J'ai fait un mauvais rêve.,fra
Thomas et Marie étaient assis sur un vieux banc de bois.,fra
On lui a rendu la vie.,fra
"Ne te penche pas, tu pourrais tomber.",fra
Les magasins sont fermés !,fra
Presque toujours.,fra
On va au marché le mardi.,fra
"Plus les galets ont roulé, plus ils sont polis. Pour les cochers, c'est le contraire.",fra
C'est une femme d'intérieur accomplie.,fra
C'est l'une des araignées les plus venimeuses au monde.,fra
Les cauchemars sont terrifiants.,fra
Il faut bien commencer.,fra
Le tableau est presque terminé.,fra
Dan continuait à marcher.,fra
Il lui recommanda de ne pas emprunter de l'argent à ses amis.,fra
Ce sont de graves problèmes.,fra
J'ai vu Tom tuer le chat de la voisine.,fra
Dis-moi la vérité.,fra
Voyez les choses telles qu'elles sont.,fra
Quand l'ai-je fait ?,fra
« Tu restes combien de temps ? » « Je repars après-demain. »,fra
Posez le melon.,fra
Une prolongation de visa s'il vous plaît.,fra
Le soldat a sacrifié sa vie pour sauver celle de son ami.,fra
Dépêchez-vous de venir !,fra
Tom a été sympathique.,fra
"Tu es mignonne, dans ton genre.",fra
J'ai trouvé un homme qui cuisine pour moi.,fra
Peut-être que Tom n'ira pas à Boston.,fra
Comment s'en sort votre gosse ?,fra
Au rapport.,fra
Le bon employé est fier.,fra
As-tu quelque chose à me dire ?,fra
Tu vas épargner plus d'argent.,fra
Quel était le score à la mi-temps ?,fra
Une grue soulève des matériaux de construction lourds.,fra
Nous allons attendre que vous finissiez votre travail.,fra
Ils me sont tombés sur le rable.,fra
Tout le monde a mangé.,fra
Elle vit dans un village.,fra
Le danger les guette sans relâche.,fra
Je voudrais ajouter quelque chose.,fra
Le hongrois est une langue difficile.,fra
Dans la cuisine il y a beaucoup d'ustensiles de cuisine.,fra
Pourquoi êtes-vous si entêté ?,fra
"J'ai envie de manger à l'extérieur, ce soir.",fra
On se fera un bon gueuleton à midi.,fra
Trois cyclopes forgeaient les rayons de Jupiter.,fra
Elle a appelé un ami.,fra
Elles lavent mes pommes.,fra
Est-il passé par la porte privée ou par la porte d’extérieur ?,fra
Vous pouvez attraper un rhume par mauvais temps.,fra
Il n'existe aucune preuve que Tom l'ait fait.,fra
Mon chien aime ronger des os.,fra
Il faut abreuver les animaux en été.,fra
Ses succès furent reconnus.,fra
Ils habitent dans les villages des montagnes.,fra
Tu as oublié ton parapluie.,fra
La voiture est un moyen de locomotion confortable lorsqu'on réside en dehors de la ville.,fra
Je choisissais toujours le trajet sans péage.,fra
Est-il possible de réimprimer cet article ?,fra
Je veux m'assurer que vous êtes celui que vous déclarez être.,fra
Nous avons commencé à parler français.,fra
Était-ce toi qui as laissé la porte ouverte hier soir ?,fra
L'Italie n'a pas réussi à se qualifier pour la Coupe du monde.,fra
Nous le trouverons.,fra
Elle maîtrise beaucoup de langues.,fra
Cela semblait être la meilleure solution.,fra
"D'abord, les stagiaires sont maladroits dans cette société.",fra
J'ai un peu soif.,fra
Quand as-tu commencé l’école ?,fra
La dalle a été coulée.,fra
Je l'aurai fait télécharger d'ici vendredi.,fra
"Passe-moi le vin, s'il te plaît.",fra
Nous sommes allés nous promener.,fra
Le médecin a informé Dan de la mort de Linda.,fra
"J'aimerais te donner la clé, mais je ne peux pas.",fra
Ne joue pas avec le feu.,fra
C'est tellement tragique.,fra
Je suis ton soleil.,fra
La lumière du soleil est très forte aujourd'hui.,fra
Raccroche !,fra
Je vous accorde que c'est une des bizarreries de la langue française et que je me fais moi-même régulièrement avoir.,fra
"En fait, j'ai un peu peur.",fra
Cela peut paraître une chose affreuse à dire mais tous nos employés n'ont pas la même valeur.,fra
"Où le plaisir ne coûte rien, la jeunesse n'a rien à perdre.",fra
Qu'est-ce que les animaux signifient pour toi ?,fra
"Quand tu étais en Australie, tu travaillais avec Tom, n'est-ce pas ?",fra
« Voulez-vous que je vous fasse visiter la ville ? » « J'aimerais bien. »,fra
Elles triment depuis quinze heures sans relâche.,fra
Un excès d'offre entraîne une baisse des prix.,fra
J'ai fixé le plafond.,fra
Certains hommes veulent simplement regarder le monde brûler.,fra
Mon parrain m'a donné une montre comme cadeau.,fra
Skura et Mira furent autrefois membres de l'équipe de basketball.,fra
Beaucoup de travailleurs moururent de faim.,fra
Un sourire au bon moment peut être un geste apprécié pour apaiser les tensions.,fra
Qu'est-ce qui a été réalisé ?,fra
"Nous sommes allés facilement à l'intérieur, mais comment trouverons-nous la sortie ?",fra
Sa brève incursion dans la peinture n'a engendré qu'une seule œuvre achevée.,fra
Il a oublié son caleçon.,fra
Comment doit-on écrire « préparateur de projet » en turc ?,fra
Il a donné une réponse immédiate.,fra
La misère des gens du peuple ne t'est-elle donc pas connue ?,fra
Le cœur sert à pomper du sang.,fra
"L'acte le plus instinctif de tout animal est de protéger ses enfants, et pour les hommes, cette protection persiste toute la vie.",fra
J'ai vu une lumière étrange dans les bois.,fra
Tom s'est senti très heureux.,fra
Je cherche Andy. Savez-vous où il est ?,fra
Je pense que tu as l'air au poil.,fra
Vous n'êtes pas obligées de rester à l'hôpital.,fra
Je n'ai pas perdu de poids.,fra
Tom mourut de la tuberculose.,fra
Je ne t'ai jamais rien demandé.,fra
Il est très en colère après vous.,fra
J'étais accroupie.,fra
Y a-t-il quelque chose que vous aimeriez faire ?,fra
Sa fille et mon fils sont de bons amis.,fra
Les moutons bêlent.,fra
Je ne le leur reproche pas.,fra
Yanni et Skura étaient ennuyants.,fra
Quand cela commence-t-il ?,fra
"Euh, mais je te connais, toi !",fra
Le serveur sert les cafés à la table des clients.,fra
Elle est allée acheter de la mousse à raser.,fra
Marie peut-elle conduire une voiture ?,fra
Il faut qu'elle l'aide.,fra
N'oublie pas de prendre le médicament que tu as reçu du médecin !,fra
Elles méritent la corde au cou.,fra
Je crois que l'amour n'existe pas.,fra
Il faut d'abord choisir le nom.,fra
Préparez-vous !,fra
Je n'étais pas en surpoids quand j'étais enfant.,fra
« Combien as-tu de filles ? » -« Six ! » - « Oh ! T’as pas fini de recevoir des coups de chapeau ! »,fra
Peut-on dire que ces deux équipes sont à égalité ?,fra
De quel droit me parlez-vous sur ce ton ?,fra
"En plus, je vais en Nouvelle-Zélande pour étudier.",fra
Il fait plus de 80 kilos.,fra
Je préfère aimer et souffrir que vivre sans amour.,fra
Le médecin a dit à Tom qu'il ne lui reste plus que six mois à vivre.,fra
Il a mangé de bonnes cerises.,fra
Je lui plais.,fra
Je voulais juste relire mon e-mail.,fra
Comment ne pas être affecté par les critiques ?,fra
Il rumore si è fermato.,ita
Sono corsa a casa.,ita
Luca è andato a scuola.,ita
Parli prima che sia troppo tardi.,ita
Te la rubo.,ita
"Avevamo già deciso, no?",ita
Vorrei che Tom e Mary fossero qua.,ita
Pensavo che questo libro fosse difficile da leggere.,ita
Le piante hanno bisogno di pioggia.,ita
Vada per primo.,ita
Pensavo semplicemente di non ricordarmi chi eri.,ita
L'elicottero atterrò in sicurezza.,ita
La mia amica non è rumena.,ita
"O postino che porti la posta, dimmi postino che posta portasti.",ita
Che cosa ne sarà di me?,ita
A me piace il sabato.,ita
Io pensavo che Tom e Mary fossero sposati.,ita
Questa è carne.,ita
Ho mangiato solo un sandwich.,ita
Vai a costruire ristoranti in Francia?,ita
Spero che tu non dica qualche sciocchezza.,ita
Lei sta venendo immediatamente.,ita
Tutto è sott'acqua.,ita
Mary non è ammalata davvero. Fa finta.,ita
Improvvisamente il cielo divenne scuro.,ita
C'è un buco in questo secchio.,ita
Qual è la tua emoji preferita?,ita
Offro un caffè a chi indovina quanti litri di lacca mi ci sono voluti.,ita
"Il suo nome è Kenji, però tutti lo chiamano Ken.",ita
"È ambiziosa, vero?",ita
Ha fatto ridere i bambini.,ita
"Nelle giornate più fredde, si raggomitolano oppure scavano una buca nella neve.",ita
Ho avuto questo libro da lui.,ita
"Rifletta sulle sue benedizioni presenti - di cui ogni uomo ne ha molte - non sulle disgrazie del passato, di cui tutti gli uomini ne hanno un po'.",ita
Pensavo che le persone esagerassero.,ita
Avete tutti caldo?,ita
Mary ha ereditato la sua ricchezza.,ita
Ho il rigurgito a pensarci.,ita
Tom e Mary sono liberi.,ita
Ho fatto un pupazzo di neve.,ita
Raramente prende in mano un libro.,ita
Tom probabilmente sarà terrorizzato.,ita
Non pensi di avere preso il voto che ti meritavi?,ita
Perché Tom non dovrebbe parlare con lei?,ita
"""Dove andrai la settimana prossima?"" ""In Cina.""",ita
Non devi farlo.,ita
L'annullamento dell'atto è immediato.,ita
Ho una sorpresina per te.,ita
Non li possiamo aiutare.,ita
Tom restò a casa con Mary.,ita
Sono davvero affamato. Non ho mangiato per tutta la settimana.,ita
Vai a fare carriera in Lettonia?,ita
Adesso tutti i miei problemi economici svaniranno in un baleno.,ita
"Ha scoperto che il marito aveva una storia seria con un'altra donna, ma non l'ha mai affrontata.",ita
Salta chi può.,ita
"""Di che nazionalità sono le sue amiche?"" ""Ungherese.""",ita
Ha promesso di portarmi al cinema.,ita
Si sbrighi! Il concerto sta iniziando!,ita
Desiderano l'armonia e la comprensione tra tutte le persone.,ita
Aaron era un uomo di affari non troppo scrupoloso.,ita
Lei mi ha dettato il suo numero di telefono.,ita
Non possiamo intrometterci.,ita
Vidi Tom inciampare e cadere.,ita
Il consorzio di proprietari ha discusso delle questioni relative alla manutenzione delle aree comuni dell'edificio.,ita
Va a costruire case in Argentina.,ita
Non andate in vacanza in Polonia.,ita
Perché non ci ha avvisati?,ita
Tom ha finito di leggere il libro che gli ha dato Mary ieri.,ita
Io sto provando a leggere qui.,ita
Tu lo sapevi che ero sposato.,ita
La presenza di persona non è richiesta.,ita
Lei indossa gli stessi tipi di vestiti di sua sorella.,ita
Io lo odio tanto quanto lei.,ita
Questo regalo è per voi.,ita
Sto leggendo un libro interessante.,ita
Non andiamo a fare carriera in Nuova Zelanda?,ita
"Alcuni animali, come le tigri, mangiano carne.",ita
"Per piacere, mi dica il suo indirizzo.",ita
Lei si è paralizzata alla vista del grande ragno.,ita
Le mostrerò la mia automobile.,ita
La mia amica è bilingue.,ita
"Lui doveva lasciare la città, quindi si è trasferito a Berlino.",ita
Sbrigati e vai con lui.,ita
Tom sapeva che ero impegnata.,ita
Sembra essere ammalato.,ita
"""Di che nazionalità erano i tuoi vicini?"" ""Albanese.""",ita
Viviamo il nostro amore in segreto.,ita
Voglio essere una celebrità.,ita
Tom deve essere morto di ictus.,ita
"È molto avido, vero?",ita
Che sta indossando Akina?,ita
Si torna bambini!,ita
Quello che cucinano poi lo mangiano.,ita
Mi chiamò Tom.,ita
A Mary piaceva il suo impiego.,ita
Tom sta ancora dormendo nella sua stanza.,ita
Quindi parli anche l'inglese?,ita
Non andiamo a costruire autostrade in Danimarca.,ita
Qual è il nome di suo figlio?,ita
Dove ha imparato a danzare?,ita
"Per favore, trova una soluzione al problema.",ita
Non sprecate il vostro tempo.,ita
Si fermarono.,ita
Questo è l'albergo dove siamo stati l'anno scorso.,ita
"Non sono ricco, grasso o felice.",ita
Starnutì forte per tutta la notte.,ita
Mary ha detto a Tom dei suoi problemi.,ita
"È stato interessante, vero?",ita
Avete il passaporto groenlandese?,ita
La vita è una rovina senza di voi.,ita
Hai visto questo film?,ita
Lavoriamo nello stesso ospedale.,ita
Sarò di ritorno appena trovo Tom.,ita
Finalmente ho tutto quello che mi serve.,ita
Voleva avvelenarla.,ita
Ora è più possibile modellare lei e la sua anima. Ma per quanto tempo?,ita
Sono stata invitata ad una festa di Halloween.,ita
Il calcio raggiunge l'apice della popolarità in Brasile.,ita
Non ci sono cure per il carattere.,ita
Sono agnostica.,ita
Sono disordinata.,ita
Tom ha dato da mangiare i suoi avanzi al cane.,ita
Penso che non andremo per amore in Australia.,ita
Si deve solo dimettere?,ita
Sta ancora avendo delle difficoltà con fisica?,ita
Vi ho viste ballare una volta.,ita
