text,label
"O troço da Linha de Sines entre o quilómetro 156,4 e Santiago do Cacém foi inaugurado em 21 de Junho de 1934. Os convidados partiram às 9 horas da Estação Ferroviária do Sul e Sueste, em Lisboa, atravessando o Rio Tejo no barco Évora. Entre os convidados, estava o Ministro das Obras Públicas, Duarte Pacheco, e o seu chefe de gabinete, Carlos Alves; o director geral do Ministério, Raul da Costa Couvreur; o chefe da Divisão de Construção, Rodrigo Severiano Monteiro; os representantes da direcção da Companhia dos Caminhos de Ferro Portugueses, Luís Costa, Manuel Gonçalves, Constantino Schrdëter de Carvalho, Joaquim Barros, Júlio dos Santos e Henrique Bravo; Henrique Peyssoneau; Joaquim Bravo; Mendes Barata; Jorge Nunes; o director geral dos caminhos de ferro, Álvaro de Sousa Rego; o presidente do Conselho de Administração da CP, Vasconcelos Correia; o chefe do Serviço de Movimento, Barbosa Pita; o representante da Junta Autónoma das Estradas, Jorge Moreira; e o professor António Jacinto de Vilhena, que foi um dos principais impulsionadores da construção da Linha de Sines. Foram recebidos, na Estação do Barreiro, pelo Governador Civil de Setúbal, Mário Cais Esteves, que acompanhou a comitiva até Santiago do Cacém, e por outras altas individualidades. O comboio inaugural, que partiu do Barreiro, era formado por uma locomotiva e duas carruagens. À passagem por Setúbal, foram recebidos pelos oficiais de Infantaria 11, comandados pelo tenente-coronel Marcus Escrivanis, o comandante da Polícia de Segurança Pública, e uma secção da Acção Escolar Vanguarda, que embarcou no comboio. Também seguiram viagem no comboio alguns membros da Câmara Municipal, o reitor do Liceu, António Manuel Gamito, e os delegados da Junta Geral do Distrito.",por
"Pessoas que eram contra os muckers passaram a ser assassinadas, e os crimes foram atribuídos aos muckers. Em 4 de maio de 1874, aconteceu a grande reunião na casa dos Maurer, com a presença estimada de 100 a 500 pessoas. Jacobina anunciou o fim do mundo e ordenou o extermínio de dezesseis famílias inimigas. Em 15 de junho, aconteceu o massacre da família Kassel. O casal Maurer teve mandado de prisão decretado. Em 25 de junho, catorze casas de inimigos foram queimadas e dez pessoas foram mortas, inclusive crianças.",por
"D'autres auteurs se sont inspirés de ce village pour agrémenter leurs œuvres. On peut citer Paul Fort dans son recueil Ballades Françaises, mais également quelques écrivains locaux comme Eugène Soitel avec Roissy dans la passé ; Fernande Castelnau avec Le Carême de Roissy-en-France ; Aimé Julien avec Le Roman de Roissy-en-France.",fra
"Ceduto il ruolo di The Falcon al fratello Tom Conway, Sanders si affermò come uno dei migliori attori cinematografici dell'epoca, interprete dall'innata eleganza e dai modi spesso ingannevolmente soavi, e dotato di una gradevole voce baritonale dal marcato accento britannico. Tra le molte celebri pellicole da lui interpretate, sono da ricordare i thriller Il prigioniero di Amsterdam (1940) e Rebecca - La prima moglie (1940), entrambi diretti da Alfred Hitchcock, Il ritratto di Dorian Gray (1945), in cui interpretò la figura del diabolico e libertino Lord Henry Wotton, il noir Lo sparviero di Londra (1947), il romantico Il fantasma e la signora Muir (1947), nei panni dello spregiudicato scrittore Miles Farley, e il dramma in costume Ambra (1947), in cui vestì i panni del re Carlo II d'Inghilterra, ruolo che avrebbe ripreso una decina di anni più tardi nell'avventura in costume Il ladro del re (1956).",ita
"L'entartage de Philippe Douste-Blazy, en 1995, a également donné lieu à un dépôt de plainte contre Noël Godin, mais le procès a débouché sur une relaxe.",fra
"23 ianuarie: Abdullah bin Abdulaziz al-Saud (n. Abdullah bin Abdulaziz bin Abdulrahman bin Faisal bin Turki bin Abdullah bin Muhammad bin Saud), 90 ani, rege al Arabiei Saudite (2005-2015), (n. 1924)",ron
"Según el censo de 2010,[4]​ había 1462 personas residiendo en el municipio de Homer. La densidad de población era de 23,04 hab./km². De los 1462 habitantes, el municipio de Homer estaba compuesto por el 98,7 % blancos, el 0,62 % eran afroamericanos, el 0,27 % eran de otras razas y el 0,41 % eran de una mezcla de razas. Del total de la población el 0,55 % eran hispanos o latinos de cualquier raza.[5]​",spa
"Prima che iniziasse il 24 settembre 2006, la ABC ha usato questa canzone per promuovere il primo episodio, Listen to the Rain on the Roof, della terza stagione di Desperate Housewives.",ita
"Além de sua beleza natural, Olinda é também um dos mais importantes centros culturais do Brasil. Foi declarada, em 1982, Patrimônio Histórico e Cultural da Humanidade pela Organização das Nações Unidas para a Educação, a Ciência e a Cultura.",por
"La Chapelle-d'Abondance relève de l'arrondissement de Thonon-les-Bains et de la cinquième circonscription de la Haute-Savoie, dont le député est Marc Francina (UMP) depuis les élections de 2012.",fra
"En la Copa Mundial de Fútbol Sub-20 de 2011, pitó los partidos Argentina vs. México, Colombia vs. Malí de la primera fase, en octavos de final pitó el partido Brasil vs. Arabia Saudita.",spa
"Nel film Il bisbetico domato, Don Cirillo durante l'allenamento dei suoi ragazzi, poco prima di incontrare il suo amico Elia (A. Celentano), cita tale motto per incitarli a dare il meglio in vista della finale di basket.",ita
"De acordo com relatos alguns os quais da própria Vera Sílvia, alguns membros de MR-8 tiveram de deixar a casa onde viviam após serem denunciados por uma vizinha, ela e José acabaram cercados pela polícia e entre os muitos tiros de fuzil ele acabou sendo atingido. A militante conseguiu escapar também ferida em um táxi,ao olhar para trás ainda pode vê-lo se levantando do chão bastante machucado e ensaguentado atirando contra dois policiais e depois correndo rua abaixo fazendo o caminho inverso de Vera que seguiu para um outro local onde havia combinado de reencontrá-lo caso se separassem em alguma missão, José porém nunca apareceu. Ao chegar a um prédio onde moravam outros integrantes da mesma organização acabou sendo visto por um militar que desconfiando de seu estado o denunciou, o militante então pegou a arma de um de seus companheiros e esperou pelo chegada de seus captores.",por
"L'incontro con Silva è a senso unico, in quanto l'ispanico porta l'avversario a terra subito e lo controlla con un violento e costante ground and pound che porta a far sanguinare Silva al volto: il KO tecnico viene già chiamato nel primo round.",ita
"Durant son enfance, Adam Young a révélé qu'il aimait faire du skateboard, activité qu'il pratique toujours, bien qu'il avoue dévouer la majeure partie de son temps à la création musicale.",fra
"Em abril de 2002, a Liga Argelina de Direitos Humanos relatou 90 cabilas mortos, 5.000 feridos, dos quais 200 tornaram-se permanentemente inválidos e milhares de detenções, maus tratamentos, tortura e prisões arbitrárias.",por
"« Une mise en scène efficace et quelques scènes dures servent le propos de ce film, regard moderne sur une société où la soumission exigée des femmes va croissant. »",fra
"4 Tan, 5 Küce, 6 Vekiloğlu, 7 Durusel, 8 İlkbaşaran, 9 Erdenay, 10 Ersözlü, 11 Tosun, 12 İnce, 13 S. İzzetin, 14 Güney, 15 Alp, All. Mehmet BaturalpFIBA EuroBasket 1973",ita
"17 iunie: Universitatea din Lisabona a anunțat că o echipă internațională de astronomi a descoperit galaxia cea mai luminoasă și mai strălucitoare din Univers, numită prescurtat CR7.",ron
"En 1949, elle achève son second roman, Sous la baguette du Coudrier, dont elle diffère la publication. Le 24 novembre 1952, elle donne sa conférence Réminiscence au Cénacle libanais, dont elle est le premier membre féminin.",fra
"Ally y Buttons encuentran el descodificador y Ally se pone a descodificar códigos. Ally y Chen pelean por el control del Gigantor. En el último piso de la Torre de Hierro, Gaff, el capitán Magnum y Marty pelean contra el General. Entonces, cuando el General ha vencido a todos menos a Marty este consigue derrotarle el solo. Al mismo tiempo Ally vence al doctor Chen en la lucha por el control del Gigantor, y este huye. Después aparecen Marty y Buttons en el remolque con Charly. Marty se acuerda que ese día era la conferencia de Ally en el CDF. La serie termina con la foto de todos juntos en el CDF.",spa
"Eleito vice-prefeito de Natal em 1988 na chapa encabeçada por Wilma de Faria, foi eleito deputado federal pelo PFL em 1990, sendo reeleito em 1994, 1998 e 2002.",por
"Los primeros habitantes se establecieron cerca de 1380, siendo un grupo de mixtecas, zapotecas, otomíes y olmecas. Tras la conquista de México la población fue encargada a Sebastián y Luisa Narvaes. Se estableció como patrono a San Andrés, a quién se le creó una escultura en el siglo XVI. El 11 de febrero de 1599 el virrey Luis de Velasco y Ruiz de Alarcón otorgó un título en reconocimiento de las tierras comunales de los grupos originarios.[2]​",spa
În 1928 Albania a devenit regat sub conducerea regelui Zog I. Zog era un șef de clan și fost premier al Albaniei. Zog nu a reușit să oprească implicarea Italiei în afacerile interne albaneze.,ron
"O Palácio do Luxemburgo (Palais du Luxembourg, em francês) é um palácio localizado no 6º arrondissement de Paris, na França. Actualmente é a sede do Senado da França.",por
"Utilizou-se vasta base de dados dos crimes cometidos no Reino Unido acerca de carreiras criminais individuais para se obter insights analíticos. Ademais, foram captadas diferentes facetas das carreiras criminais, sendo elas a) categoria de baixo risco e baixa frequência (frequência é representada pela letra grega lâmbida ƛ) criminal; b) categoria de alto risco e baixa-ƛ; c) categoria de alto risco e alta-ƛ.",por
"Un grup de cercetași din Rondul de Noapte pornește la nord de Zid. La Fortăreața lui Craster, ei află că sălbaticii, anarhici prin natura lor, se unesc în jurul unui singur om Regele-de-dincolo-de-Zid Mance Rayder. Rondul înaintează mai departe spre nord, ajungând la fortăreața ruinată cunoscută în trecut sub numele de Pumnul Primilor Oameni. Lordul Comandant Jeor Mormont îi trimite pe Jon Snow și pe Qhorin Halfhand în recunoaștere în Trecătoarea Țipătului.",ron
"Le alture prendono il nome dal fiume Severskij Donec, che le costeggia per tutta la loro lunghezza, delimitandone il confine settentrionale ed orientale.",ita
"O estudo considerou características comuns de transgressores, de modo a identificar padrões de comportamento. Ademais, o estudo aborda também questões relativas à racionalidade da punição, a qual leva em consideração a duração entre o início da carreira criminal e a expectativa de término da mesma, visto que não haveria sentido em se aplicar pena superior à duração residual da referida carreira.",por
"Serbia participará en los Juegos Olímpicos de París 2024. Responsable del equipo olímpico es el Comité Olímpico de Serbia, así como las federaciones deportivas nacionales de cada deporte con participación.",spa
"Cain Velasquez's profile at the National Wrestling Hall of Fame, su wrestlinghalloffame.org. (archiviato dall'url originale il 6 luglio 2010).",ita
"În urma evenimentelor anului 1989, după o absență de jumătate de secol, Ghiță Ionescu a revenit în România, unde Universitatea din București i-a acordat titlul de „Doctor Honoris Causa”",ron
"Un giorno, alcuni rappresentanti degli Yōkai Taijiya, ovvero il gruppo degli sterminatori di demoni al quale, tra gli altri, appartenevano anche Sango e Kohaku, affidarono alla famosa sacerdotessa Kikyo la protezione della Sfera dei Quattro Spiriti (四魂の玉 Shikon no Tama?). Gli sterminatori erano certi che solo una miko di grande purezza e potere sarebbe stata in grado di purificare e proteggere il gioiello da un uso sbagliato. Il destino di Kikyo divenne così trascorrere la propria vita a proteggere questa Sfera e ad evitare che cadesse nelle mani sbagliate, poiché in tal caso le forze maligne ed il caos avrebbero preso il controllo e danneggiato l'intera comunità.",ita
"Los bitardos utilizan una faluche, que es una gorra tradicional de los estudiantes de Francia, con cierto diseño y códigos característicos. El faluche de los dignatarios bitardos está decorado con un chevrón. Junto con esta gorra, los bitardos se ponen una capa cuyo color es indicativo de su rango dentro de la Orden.",spa
"El General empieza a controlar al Gigantor gracias al doctor Chen, pero uno de sus secuaces se rebela, Khan, el robot que ahbía atacado a Marty en la torre de Hierro. dice al general que el gigantor es un arma indigna e intenta atacar al doctor Chen, pero el General lo destruye.",spa
"La temperatura media annua cittadina (stazione meteo di Central Park, medie 1961-1990), intorno ai 13 °C, oscilla su base mensile fra i circa 0 °C di gennaio (mese più freddo) e i circa 25 °C di luglio (mese più caldo); la forte continentalità del clima fa sì che i valori termici estremi registrati abbiano una ""forbice"" molto maggiore, andando dai −26,1 °C ai 41,7 °C. Per quanto riguarda le precipitazioni, New York è una città piuttosto umida, con una media annua di 1.200 mm; la loro distribuzione è abbastanza regolare e non si individuano nel corso dell'anno stagioni marcatamente piovose o secche. Si osserva un massimo molto poco accentuato nei mesi di maggio, luglio e novembre, ed un minimo altrettanto poco sensibile in gennaio e febbraio. La nevosità media annua è intorno ai 71 cm.",ita
"Nel dicembre 2013, la Rogers Communications annunciò un contratto di 10 anni sul nome della nuova arena, che si sarebbe poi chiamata Rogers Place. L'impianto di Edmonton diventa così il quarto edificio canadese contrassegnato dal nome Rogers dopo il Rogers Centre di Toronto, la Rogers Arena di Vancouver e il Rogers K-Rock Center di Kingston.",ita
"A prática da Antiguidade não pode ser caracterizada como heráldica no senso mais estrito da palavra, embora esteja em sua raiz e em essência almeje os mesmos objetivos. Como hoje é conhecida, a heráldica se articulou lentamente na Europa medieval, consolidando-se em torno do século XII, padronizando usos regionais diferenciados através de uma série de regras que no geral ainda se mantém em vigor, servindo como um identificador de pessoas, famílias, lugares, nações, e expondo publicamente conquistas, ideologias, valores, dignidades, pertencimentos e ligações de parentesco. Da mesma forma, povos indígenas de várias partes do mundo, bem como culturas muito antigas e sofisticadas como a japonesa e a árabe, desenvolveram sistemas de simbolismos visuais que de muitas maneiras são comparáveis à heráldica europeia, tanto nas formas de codificação da linguagem como no uso e na ampla difusão, mas produzindo emblemas e signos que para os ocidentais parecem decididamente exóticos e não-familiares.",por
"O Hospital Geriátrico e de Convalescentes D. Pedro II situado na Avenida Guapira nº 2.674, faz parte da Irmandade da Santa Casa de Misericórdia de São Paulo, foi fundado em 1885 com o nome de Asilo de Medicina Municipal (Asilo dos Inválidos, como era conhecido popularmente) no Sítio Guapira atual bairro do Jaçanã.",por
"O Alto Acre foi fundado no dia 31 de março de 2009, criado para representar os municípios da região do Alto Acre (Capixaba, Assis Brasil, Brasiléia, Epitaciolândia e Xapuri). No entanto, uniformes, distintivo e cores oficiais só foram determinados no ano seguinte, quando o clube adquiriu o status de ""clube profissional"" e garantiu sua participação na primeira divisão do Campeonato Acriano. Terminou em quinto lugar.",por
"A canção até agora única que já recebeu críticas positivas universalmente. Pitchfork Media deu à canção uma revisão positiva, uma avaliação a faixa [8 dos 10 possíveis] e dizendo: ""Acapella"" é um bom, Donna Summer estilo faixa com Kelis como uma rainha electro gelada, um abraço de robótica metronomic felicidade da casa. About.com 's ""Dance Music"" revista a faixa favorável, chamando a canção ""Majesty"" e nomeou-o seu ""Song of the Day"". Entertainment Weekly chamou a canção uma ""delícia, pista de dança penas"" e colocou a música no seu ""O MustList"" para 2010, enquanto Billboard Magazine adicionou a música para o seu Best Bits 2010 do ""anúncio"". Nick Levine da Digital Spy foi mais do que impressionado com a música. Ele disse: ""Will.i.am tem sido um menino ocupado ultimamente, mas qual é a melhor coisa que ele fez por nós - o novo single de Usher ['OMG']? Nah. ""Meet Me Halfway""? Hmm ... talvez. assinatura Kelis ... Bingo! Dizemos isto porque ""Acapella"" é possivelmente a fatia mais sublime do pop clube vamos ouvir todo o ano. Sobre bate-bate banheira ... Kelis proporciona uma homenagem sincera a seu filho bebê, Knight . ""Before you my whole life was acapella,"" ela jorra sobre o coro quase hinário, ""Before you my whole life was acapella,"". O resultado é tão edificante, tão cheio de energia e emoção, ela não apenas faz você querer dançar - isso faz você querer dançar com todo mundo que é um pouco especial para você.",por
"Hay una diferencia en las tasas de divorcio observadas entre los distintos tipos de matrimonios arreglados. Las tasas de divorcio en los países islámicos con matrimonios consanguíneos arreglados, como Arabia Saudita, Turquía, Egipto, Qatar, Jordania es de entre 20% a 35%,[123]​ en contraste con el menos del 10% de las tasas de divorcio en matrimonios arreglados no consanguíneos entre los Amish, hindúes y judíos ortodoxos.",spa
"Pentru numele proprii pot fi folosite semnele jōyõ kanji (semnele kanji pe care le învață copii japonezi în timpul învățământului obligatorieu de 9 ani) și cele 985 de semne jinmeiyō kanji (semne în plus, care pot fi folosite pentru nume).",ron
"Desde antes incluso de su retirada, Vlade Divac ha formado parte de la estructura de diversos clubes de baloncesto. A finales de 2000 se convirtió en presidente del Partizan de Belgrado, aunque debido a su ocupación como jugador en la NBA, fue su compatriota, amigo y vicepresidente del equipo, Predrag Danilović, quien se hizo cargo en la práctica de las riendas de la escuadra. Además, después de dar por finiquitada su carrera como jugador, el ya ex pivot trabajó como scout para los Lakers durante un año.",spa
"Nel 2002 è protagonista della commedia romantica 40 giorni & 40 notti e nel 2003 nella commedia poliziesca Hollywood Homicide al fianco di Harrison Ford. Nel 2004 è protagonista del drammatico Appuntamento a Wicker Park di Paul McGuigan. Nel 2005 recita nel kolossal di Robert Rodriguez, Sin City, al fianco di star del calibro di Bruce Willis, Mickey Rourke, Clive Owen, Benicio del Toro, Brittany Murphy e Jessica Alba. Sempre nel 2005 recita il ruolo di un ragazzo con la sindrome di Asperger nella commedia romantica Crazy in Love.",ita
Miller est utilisé comme receveur réserviste par les équipes dont il porte les couleurs. Il n'a jamais disputé plus de 39 parties dans une même saison et a fait de fréquents séjours dans les ligues mineures depuis ses premiers matchs joués dans les majeures.,fra
"Le kabupaten de Pontianak, en indonésien Kabupaten Pontianak, est un kabupaten d'Indonésie situé dans la province du Kalimantan occidental. Son chef-lieu est Mempawah.",fra
"Contrairement aux compagnies de théâtre baroque, celles de commedia dell’arte employaient des actrices professionnelles, au lieu de faire interpréter les rôles féminins par des hommes, ce qui est le cas chez Shakespeare, par exemple, qui s'était inspiré de la Commedia dans La Nuit des rois et dans La Comédie des erreurs. Les troupes de commedia dell’arte étaient généralement composées de trois femmes et sept hommes, les plus riches ayant un « poète maison ».",fra
"MARTINS, João; BRION, Madalena; SOUSA, Miguel; et al. (1996). O Caminho de Ferro Revisitado. O Caminho de Ferro em Portugal de 1856 a 1996. Lisboa: Caminhos de Ferro Portugueses. 446 páginas !CS1 manut: Uso explícito de et al. (link) !CS1 manut: Nomes múltiplos: lista de autores (link)",por
"3 Gündüz, 4 Granit, 5 Seldüz, 6 Demir, 7 Uras, 8 Sevin, 9 Gülçelik, 10 Barokas, 11 Partener, 12 Göreç, 13 Yalım, 14 Diyarbakırlı, All. Samim GöreçFIBA EuroBasket 1955",ita
"Em 2007 o site foi indicado ao Prêmio Toddy de Música Independente (na categoria ""Veículo Online"") oferecido pela revista Dynamite com o patrocínio da Toddy e ficou em 2º lugar e em 2008 o site foi indicado ao Prêmio Dynamite de Música Independente oferecido pela revista Dynamite.",por
"Se situează în zona de est a județului Timiș, 10 km la sud de municipiul Lugoj, pe drumul județean DJ584. La sud de Oloșag, pe același drum județean, se găsește centrul de comună, satul Știuca (la 4 km).",ron
"Romanzi e racconti, 3 voll., introduzione e nota bio-bibliografica di Claudio Magris, traduzioni di Carlo Pinelli, Alberto Spaini, Giorgio Vigolo, Einaudi, Torino, 1969.",ita
"Acest rezultat este un corolar al teoremei Gelfond–Schneider⁠(d) care afirmă că dacă α este algebric și diferit de 0 sau 1, și dacă β este algebric și irațional, atunci αβ este transcendent. Astfel, funcția 2x poate fi înlocuită cu cx pentru orice c algebric diferit de 0 și 1. Într-adevăr,",ron
"Nel corso della serata, che si è conclusa con uno spettacolo pirotecnico, si sono esibiti i cantanti italiani Andrea Bocelli e Elisa, la canadese Avril Lavigne nel quadro dedicato al paese sede dei prossimi Giochi, e Ricky Martin.",ita
"Foi criado cardeal-presbítero no consistório de 17 de dezembro de 1456. Entrou em Roma a partir de sua legação na Germânia em 23 de fevereiro de 1457, recebeu o chapéu vermelho em consistório público em 24 de fevereiro de 1457 e recebeu o título de São Clemente em 9 de março de 1457. O Papa Pio II o nomeou núncio a latere em Marca de Ancona, em setembro de 1458, ocupando o cargo até sua morte. Abade commendatario do mosteiro de S. Abbondio, Como, em 1458.",por
"O Aeródromo de Braga (código IATA: BGZ, código OACI: LPBR) surgiu através de progressivas transformações de antigos campos de lavoura e bouças na freguesia de Palmeira, designado como ""Campo de Aviação"", nome pelo qual ainda é reconhecido o actual Aeródromo, inaugurado a 22 de Junho de 1929 com a aterragem dum avião militar monomotor ""Junker -F13"", pilotado pelo capitão Amado da Cunha.",por
"Ilana Salama Ortar a reçu le prix des Arts Visuels de la Loterie israélienne (2012/2014) et le prix du Ministère de l'Éducation (en) en Israël pour les Arts visuels (2006). Son travail a été soutenu par, entre autres, le Collège académique de Safed, Marseille Provence 2013, Ateliers Euro-Méditerranée, Centre international de création et de formation arts électroniques de l'École des Beaux Arts de Marseille, la Cité internationale des arts (Paris), et la Fondation Beaumarchais.",fra
"A obra “Explaining Criminal Careers” consiste em um estudo teórico e empírico acerca da construção de uma carreira criminal, de modo a produzir profundo e abrangente conhecimento acerca do transgressor. Assim, esse conhecimento adquirido poderá ser utilizado de modo a estruturar as políticas públicas de combate ao crime de forma racional.",por
"Alexandru Segal, con sólo doce años de edad, ya se clasificó entre los jugadores de ajedrez de clase mundial en Rumania, convirtiéndose en campeón de la juventud después Europeo Sub-26. En 1968 se ha ganado el campeón universitario. Participó en las finales nacionales y representó a Brasil en varios eventos internacionales. Ganó io Gran Maestro alemán Robert Hübner y señaló con el Gran Maestro húngaro Zoltán Ribli, el ganador del Interzonal de Las Palmas.",spa
"Michel Debré, né le 15 janvier 1912 dans le 7e arrondissement de Paris et mort le 2 août 1996 à Montlouis-sur-Loire, est un homme d'État français, notamment le premier Premier ministre de la Ve République, de 1959 à 1962, il est considéré comme l’un des « barons du gaullisme ».",fra
"Pe lângă atenția la dietă și fizic, el a acordat o mare atenție și echipamentului său de joc. În sezonul 1950-1951 Blackpool a încheiat o înțelegere de sponsorizare cu Co-op, dar el a insistat să poarte o pereche de ghete mult mai ușoară pe care le-a descoperit jucând la Campionatul Mondial, și care, la acea vreme, nu se găseau de cumpărat în Anglia. El a purtat ghete personalizate până la retragere, deși era nevoit să le schimbe des, în fiecare sezon, fiind fragile.",ron
"La economía es fundamentalmente agrícola con cierto desarrollo industrial en la ciudad de San Cristóbal. Mantiene un central azucarero en activo (30 de Noviembre). Recientemente se ha iniciado con éxito el cultivo de la vid y la producción de vino a partir de uvas cosechadas en Cuba de la marca ""Bodegas San Cristóbal""[1]​[2]​",spa
"Conform recensământului din 2001, majoritatea populației localității Zavadka era vorbitoare de ucraineană (99,6%), existând în minoritate și vorbitori de alte limbi.",ron
"«Concepción Morales Torres». Índice Internacional de Nombres de las Plantas (IPNI). Real Jardín Botánico de Kew, Herbario de la Universidad de Harvard y Herbario nacional Australiano (eds.).",spa
"Olinda é município integrante do Grande Recife Consórcio de Transporte Metropolitano, empresa que fiscaliza o transporte público por ônibus na Região Metropolitana do Recife. O município possui, em operação, 3 terminais de ônibus integrados. Eles possuem área coberta, lanchonete e sanitários. Nos terminais, os passageiros têm a possibilidade de trocar de linha sem pagamento de nova tarifa.",por
"Când Partidul Comunist Chinez a reușit să înfrângă în cele din urmă Kuomintangul în 1949 în războiul civil din China, mulți observatori occidentali au crezut că sprijinul oferit de Stalin comuniștilor chinezi va transforma Republica Populară Chineză într-un stat marionetă al sovieticilor. Ruptura chino-sovietică a pus capăt prejudecăților occidentalilor, iar China s-a dovedit o putere independentă, ceea ce i-a permis președintelui american Richard Nixon să profite de pe urma disensiunilor chino-sovietice și deschidă calea normalizării relațiilor americano-chineze. În 1972, Nixon a vizitat China și s-a întâlnit cu liderul chinez Mao Zedong. (Vedeți și Diplomația ping-pong.)",ron
"3 Gündüz, 4 Granit, 5 Seldüz, 6 Tezol, 7 Uras, 9 Gülçelik, 10 Yalım, 11 Partener, 12 Dinçer, 14 Diyarbakırlı, 15 Ülmen, 16 Alkan, All. Elliott Van Zandt",ita
"El concepto hinduísta-budista de chakravartin es una perfecta ilustración del concepto de monarquía universal,[19]​[20]​ la rueda que gira sin que nada la detenga, simbolizando al goberante universal ideal (sarvabhauma) que gobierna ética y benevolentemente sobre el mundo entero.",spa
"Il 27 dicembre 2011 viene pubblicato Hang It Up, singolo che anticipa l'uscita del secondo album del duo. Il secondo album Sounds from Nowheresville viene pubblicato il 24 febbraio 2012 nel Regno Unito e il 6 marzo 2012 in Italia.",ita
