408008	ron	Nu sunt sigură cui să-i dau acest cadou: fetei sau băiatului?
408010	ron	Am găsit un bilet pe birou, dar nu știu al cui este.
408013	ron	Ce crezi că are de gând Dana?
408015	ron	Nu știu ce să mai cred.
408021	ron	Ce s-a'ntâmplat?
408036	ron	Nu sunt sigur cât trebuie să așteptăm.
408039	ron	Câtă miere folosiți la prăjitura asta?
408043	ron	Câtor studenți le-ați dat nota maximă?
408045	ron	Să vedem care pe care!
408047	ron	Cine știe?
408049	ron	Studentul acesta este american.
408050	ron	Acest student este american.
408052	ron	Am discutat deja cu acest student.
408053	ron	Am discutat deja cu studentul acesta.
408056	ron	Cărțile studentului acestuia sunt noi.
408057	ron	Cărțile acestui student sunt noi.
408059	ron	I-am dat cărțile acestui student.
408060	ron	I-am dat cărțile studentului acestuia.
408063	ron	Avem aceleași intenții, dar nu același mod de operare.
408066	ron	Anul acesta oferim același curs de limbă ca și anul trecut.
408068	ron	Ce să fac?!
408070	ron	Vara aceasta nu s-au mai acordat burse acelorași studenți ca anul trecut.
408073	ron	Am cumpărat o singură carte pe care i-am dat-o unui student.
408076	ron	Cât despre studenți, unul a plecat deja la București și una e pe drum.
408079	ron	Am fost la masă cu doi americani și două nemțoaice.
408085	ron	În primul rând, vreau să vă mulțumesc pentru ospitalitate.
408088	ron	Aceasta a fost a cincea carte a Rodicăi.
408090	ron	Prietenul nostru a terminat cursa al doilea.
408092	ron	I-ați invitat și pe prietenii dumneavoastră, nu-i așa?
411845	ron	Sunteți germani, nu-i așa?
411847	ron	Vreți să vedeți un film francez, nu-i așa?
411851	ron	Când lucram la o școală publică, aveam zece-cinsprezece elevi în clasă.
411853	ron	În Franța ați lucrat la ambasadă sau la consulat?
411855	ron	Când veți merge în România, o să vizitați Castelul lui Dracula.
411857	ron	Vreți să mergeți la film sau la teatru?
411859	ron	V-ar interesa un proiect la care ați lucra cu plăcere?
411861	ron	V-am văzut lucrând și nu v-am deranjat.
411863	ron	Mâine duc cărțile la bibliotecă.
411865	ron	Vara mă duc la piscină în fiecare zi.
411868	ron	Îmi duc hainele la curățat de două ori pe lună.
411870	ron	Nu plâng ușor.
411873	ron	Cunosc istoria Europei foarte bine.
411875	ron	Imediat ce mă scol, pregătesc cafeaua.
411878	ron	Îmi spăl mașina în fața casei fără probleme.
411880	ron	Am adus câteva cărți românești pentru studenți.
411885	ron	Mi-am adus câteva cărți de citit.
411888	ron	În fiecare zi orele încep la nouă.
411890	ron	Când era studentă, mergea des la discotecă.
411893	ron	Când era studentă, a mers la discotecă numai o dată.
411895	ron	Când veți merge în România, o să vedeți mai multe.
411897	ron	Vă trimisesem deja scrisoarea când mi-ați dat telefon.
411900	ron	Răzvan tocmai plecă.
411902	ron	Să vedem ce se va întâmpla.
411905	ron	Aș vrea să beau o cafea.
411907	ron	Mi-ar fi plăcut să fi văzut 'Casablanca' când s-a discutat acest film.
411911	ron	Aș merge la film dacă aș avea timp.
411912	ron	Merg la film dacă am timp.
411914	ron	Mergeam la film dacă aveam timp.
411915	ron	Aș fi mers la film dacă aș fi avut timp.
411916	ron	Dați-mi, vă rog, un bilet pentru spectacolul de la ora șapte.
411918	ron	Nu vă deranjați, mă descurc singur.
411920	ron	Nu pot înțelege ce s-a întâmplat.
411924	ron	Când am văzut că plouă, mi-am luat umbrela.
411927	ron	În weekend am mult de spălat.
411929	ron	Am dus hainele la curățat.
411932	ron	Curând trebuie să merg la tuns.
411934	ron	Am văzut-o pe Andreea plecând de acasă.
411937	ron	Plecam la munte dacă aveam bani.
411938	ron	Aș fi plecat la munte dacă aș fi avut bani.
411942	ron	Vara aceasta vom merge la munte și la mare.
411943	ron	Vara aceasta mergem la munte și la mare.
411944	ron	Bogdan a spus că va fi acolo mâine.
411947	ron	Merg la serviciu în fiecare zi.
411949	ron	Am vizitat România acum câțiva ani.
411952	ron	L-am vizitat pe Dan.
411957	ron	Îl văd pe Dan.
411959	ron	O văd pe Dana.
411962	ron	Îi văd pe Dan și Andrei.
411964	ron	Le văd pe Dana și Corina.
411966	ron	Am văzut-o pe Dana.
414369	ron	Nici măcar nu încerci să mă ajuți.
414372	ron	Nu sunt misogin; și dacă aș fi, pentru tine aș face o excepție.
414380	ron	Ai perfectă dreptate.
446564	ron	Ești ocupat?
446714	ron	Mi-a dat niște cărți.
448190	ron	La dracu’ cu tine!
448202	ron	Lasă-mă.
448206	ron	Fraților!
448211	ron	Respectul este temelia vieții.
448231	ron	Sunt bolnav.
448238	ron	Credeam că mi-amintesc de tine zicând asta.
448259	ron	Suntem chit.
448260	ron	Ai grijă de tine.
448266	ron	Are părul scurt.
448466	ron	Nu vorbesc japoneza.
448634	ron	Capitala Italiei este Roma.
448661	ron	Ce mai faci?
475812	ron	Lipsește o furculiță.
475837	ron	Vă rog să nu vorbiți atât de repede.
475846	ron	Lipsește un cuțit.
475851	ron	Cum este vremea acolo?
475865	ron	Scuzați, m-am rătăcit.
476862	ron	Windows este sistemul de operare cel mai folosit.
476863	ron	Te rugăm să fii politicos.
477022	ron	Mulțumesc mult!
487009	ron	Eu nu știu.
487018	ron	Petrecerea s-a terminat la nouă.
487028	ron	Eu am făcut duș înainte să iau micul dejun.
487031	ron	Camera mea este foarte mică.
487032	ron	Să ne gândim la ce poate fi mai rău.
487034	ron	Eu mănânc tăiței.
487037	ron	Este un cuvânt pentru care aș vrea sa găsesc un înlocuitor.
487038	ron	Noi vom continua studiul acest cărții până la sfârșitul anului.
487040	ron	Noi am trăit în Osaka timp de zece ani înainte de a ne muta in Tokyo.
487280	ron	Am ratat ceva?
487281	ron	El i-a pus o întrebare doamnei care stătea lângă el.
487282	ron	Am accentuat ideea.
487284	ron	Îl știu?
487285	ron	Să decidem ce avem de decis, apoi să ne împărțim in două echipe, OK?
487286	ron	Să nu așteptați atât de mult de la el.
487287	ron	Ei îi place foarte mult școala sa.
487290	ron	Acesta este un hotel de trei stele; trei sute de dolari pe noapte.
487291	ron	De ce a cumpărat o trambulină proprietarul de șaizeci de ani al locuinței unde stau?
487294	ron	Nimeni nu trăiește in această casă.
487295	ron	Străzile noastre se inundă când plouă.
487297	ron	Eu știu numele său.
487299	ron	Puțini studenți știu să citească în latină.
487300	ron	Înțelepciunea nu vine în mod automat cu vârsta.
487304	ron	El a fost convins să fie mai rezonabil.
487305	ron	Pisica este adorabilă.
487306	ron	Nu îmi place genul acesta de casă.
487309	ron	Eu sunt satisfăcut de acești pantofi.
487312	ron	Eram în căutarea unei locuințe de închiriat.
487314	ron	Ea va strânge vesela de pe masă.
487317	ron	Noi adesea dăm peste turiștii japonezi în această zonă.
487318	ron	Există librării puține în această zonă.
487322	ron	Femeia mănâncă o portocală.
487323	ron	Ea a încremenit în picioare ca și cum ar fi văzut o fantomă.
487325	ron	După cum scrie in Biblie, omul nu este întotdeauna perfect.
487328	ron	Este profesor?
487329	ron	Voi veni și eu mai târziu.
487332	ron	Nu se poate în ambele moduri.
488091	ron	Către cei care vor să distrugă lumea: vă vom înfrânge.
488107	ron	Nu veți întâmpina probleme.
488111	ron	El mă tratează ca și cum aș fi un străin.
488116	ron	Vă mulțumim pentru a ne fi înștiințat că imprimanta Model 600-J nu va fi disponibilă până pe 4 Mai 1997.
488119	ron	Drumul este drept, dar panta este abruptă.
488121	ron	Autorul a dedicat cartea surorii sale.
488758	ron	Vă rugam să așteptați treizeci de minute.
488759	ron	Această cameră nu este potrivită pentru dormit.
488761	ron	Autobuzele vor ajunge în stație după cinsprezece minute.
488766	ron	Nu toate browserele de internet sunt sigure.
488768	ron	Bogdan Tanjevic demisionează din cauza unui cancer la colon.
488770	ron	Guus Hiddink este olandez.
488771	ron	Persoanele sub 18 ani nu se pot căsători.
488772	ron	Cred că limba germană este cea mai bună limbă din lume.
488774	ron	Yumi Ishiyama este cel mai vechi membru al Team Lyoko.
488775	ron	Prietena sa este japoneză.
488777	ron	Vă rugăm să fiți politicos.
488782	ron	Lisa Lillien este măritată cu Dan Schneider.
488784	ron	Matematica este o materie bună.
488786	ron	Cât este ceasul?
488788	ron	Sumatra este o insulă.
488790	ron	Pakistan este o țară musulmană.
488792	ron	Eu contribui.
488793	ron	Să nu faceți zgomot.
501535	ron	Cel care, mai ieri, socotea că îndrumă, conduce — se pomenește dintr-o dată întins țeapăn într-o cutie de lemn, iar cei din jur, dându-și seama că nu mai e bun de nimic, îl ard într-un cuptor.
506867	ron	”Mulțumesc.” ”Cu plăcere.”
506868	ron	Aș vrea un dicționar bun.
506869	ron	La mulți ani!
508103	ron	Dacă pui un pisoi între două balene, o să-i fie cald.
509765	ron	Da.
521713	ron	Unde dai și unde crapă.
582914	ron	Dacă cineva ridică din sprânceană, poate însemna "Vreau să fac sex cu tine", dar și "Ceea ce tocmai ai spus mi se pare o mare prostie."
582926	ron	Există oameni atât de flămânzi în lume, încât Dumnezeu nu le poate apărea decât sub formă de pâine.
582928	ron	Vinul e poezie turnată într-o sticlă.
582938	ron	Matematicienii sunt ca francezii: orice le-ați spune, ei îl traduc pe limba lor și îl transformă în cu totul altceva.
582945	ron	Tânăr e, dar trebuie să întrețină o familie numeroasă.
582946	ron	Ea a reacționat spontan.
582947	ron	Voiam să devin filozof.
582948	ron	Democrația este cea mai proastă formă de guvernământ, cu excepția tuturor celorlalte care au fost încercate.
582949	ron	Muiriel a împlinit 20 de ani acum.
582951	ron	E puțină apă în găleată.
582952	ron	Noroc!
583818	ron	Fiul tău a devenit bărbat.
583827	ron	În fiecare duminică după-amiaza merg la târg.
583829	ron	Tom a ajuns ultimul.
583839	ron	Tom s-a căsătorit cu o femeie mai în vârsta.
583860	ron	Nu-mi place nisipul. E aspru și zgrunțuros și iritant plus că se lipește peste tot.
583874	ron	Motivul principal pentru care prietenii își părăsesc prietenii pe Facebook e din cauza prea multor postări inutile.
583884	ron	A fost cât pe ce să-mi uit umbrela în tren.
583889	ron	Mă țin întotdeauna de promisiune.
583912	ron	Sunt un vegetarian care mănâncă tone de carne.
583918	ron	Am o durere de cap teribilă.
583937	ron	El e licențiat în drept.
583956	ron	Orice ai spune, răspunsul e "nu".
583959	ron	Nici în ruptul capului!
583962	ron	Câți băieți sunt în clasa ta?
584001	ron	Expoziția este deschisă încă o lună.
584004	ron	Ea și prietenii ei sunt înnebuniți după muzica.
584006	ron	Ce gătiți?
584010	ron	Mi-am pierdut codul pin!
584014	ron	Nu vreau să fiu văzut în compania lui.
584019	ron	O să-mi vizitez prietenul la spital o dată la două zile.
584034	ron	Algoritmul meu are o rată de succes de 99%.
584045	ron	Să gândim ceea ce nu simţim înseamnă sa ne minţim pe noi înşine, în acelaşi mod în care ii minţim pe ceilalţi când nu spunem ceea ce gândim.
584063	ron	Nu mă fraieri!
584070	ron	Nu a fost deloc recunoscător fostului său profesor.
584073	ron	Ea nu are permis de conducere.
584098	ron	O traducere e ca o femeie. Dacă e frumoasă, nu e fidelă. Dacă e fidelă, nu este cu siguranţă frumoasă.
584199	ron	Într-un articol recent despre activităţi care să-ţi antreneze mintea, se menţionează Esperanto precum şi Sudoku, ceea ce denotă ca Esperanto devine parte a culturii de masă.
584323	ron	Dacă putem compara o limba maternă cu un copac, care s-a dezvoltat de-a lungul timpului, Esperanto poate fi comparată cu un copac artificial, care a fost creat artificial.
584329	ron	Mor de foame!
584333	ron	Acel tip e dus cu pluta!
584336	ron	Acest cuvânt e de origine greacă.
584344	ron	Bună ziua, cum vă pot fi de folos?
584349	ron	Nu lăsa pe mâine ce poţi face poimâine.
584407	ron	Mi-e o foame de lup.
584410	ron	Ei sunt colegii mei.
584445	ron	Ea îşi dă aere cât de frumoasă e.
584448	ron	Se pare că am făcut o greșeală.
584458	ron	Aţi putea da volumul mai încet?
584459	ron	Tu din nou?
584460	ron	Nu sunt o persoană matinală.
584465	ron	Mă doare în gât şi îmi curge nasul.
584466	ron	Sunt şi pisici pe Marte.
584505	ron	Caii nu pasc flori galbene, acestea rămân pur şi simplu pe pajişte.
584510	ron	Aşteaptă-mă. Ajung acolo în maxim zece minute.
584767	ron	Dacă te plictisești, poți să contribui pe Tatoeba.
584771	ron	Nu, nu poate fi adevărat.
584773	ron	Mi-e somn.
584785	ron	Seara el iese în oraș să bea ceva.
584793	ron	Avem o bibliotecă minunată în incinta școlii.
584798	ron	Mă dor picioarele.
584800	ron	Vorbiți mai rar, vă rog.
584803	ron	Fata își spălă părul.
584808	ron	Este cald astăzi, deci ai putea înota în mare.
584809	ron	A decis în cele din urmă să se căsătorească.
584822	ron	Vreau sa-ți povestesc ceva ciudat.
584828	ron	El a picat din nou?
584833	ron	Am fost foarte fericit când am auzit acea veste.
584835	ron	Bineînțeles, el are dreptate.
584840	ron	Mobilierul din acest birou este foarte modern.
584847	ron	Când era tânără, era foarte renumită.
584851	ron	Când a fost tânăr, a muncit cu sârguinţă.
584853	ron	Casa sa este foarte modernă.
584856	ron	Nu sunt interesat de arta contemporană.
584861	ron	Nu mai am nimic important de spus.
584866	ron	Ce limba se vorbeşte în țara ta?
584868	ron	Greaca nu e o limbă uşoară.
584872	ron	Jorge vorbește patru limbi.
584887	ron	Sadako voia să mai spună ceva, dar gura parcă îi înţepenise.
584896	ron	Sadako voia sa mai spună ceva, dar buzele îi înțepeniseră.
584902	ron	Majoritatea elveţienilor vorbesc două sau trei limbi.
584921	ron	Nu locuim în ţări, locuim în limbile noastre. Aceea e casa ta, acolo şi nicăieri altundeva.
585935	ron	El munceşte pentru ea.
585936	ron	El lăsă totul la voia întâmplării.
585950	ron	Copiii îşi spală picioarele.
585956	ron	George e sărac dar fericit întotdeauna.
585966	ron	Asta e cheia pe care o cauţi?
585972	ron	Aceea e maşina ta?
585976	ron	Unde munceşti?
586093	ron	Dorința e pentru cei care cred în îndeplinirea ei.
586150	ron	"Înţeleg perfect italiana," se lăudă ea în timp ce alegea meniul, dar când i-a fost servită mâncarea, nu era nicidecum ce aşteptase.
586198	ron	Nu-ţi fie teamă să vorbeşti în faţa unui public.
586211	ron	M-am uitat împrejur şi am observat că maşina mea era singura pe sosea.
599086	ron	Preţul acestei cărţi a fost redus la jumătate.
599089	ron	Numele tău se află în capul listei.
599093	ron	Știi cine e blonda înaltă îmbrăcata în verde?
599153	ron	Datorită acestui accident s-au pierdut multe vieți.
610799	ron	Sunt împotriva oricărui fel de război.
610800	ron	Este pentru prima dată când el locuieşte în propria lui casă.
610801	ron	Există conexiune la internet în acest sat?
610802	ron	După unii, gimnastica matinală poate fi dăunătoare.
610803	ron	Lucrezi acum cu jumătate de normă sau cu normă întreagă?
610804	ron	După nașterea copilului trebuie să lucrezi jumătate de normă.
610805	ron	Fac întotdeauna exerciţii fizice după trezire şi înainte de culcare.
610807	ron	Mă surprinzi mereu cu sosirile tale neaşteptate.
610846	ron	Muzica clasică mă linişteşte, pe când cea modernă îmi creează efectul opus.
610853	ron	Din când în când o meditaţie de câteva minute peste zi îmi dă o stare de bine.
610855	ron	La începutul fiecărui sfârşit de săptămână sunt în acelaşi timp obosit şi bucuros.
610859	ron	El continuă să citească din carte.
610862	ron	Vorbiţi puţin mai tare vă rog.
610863	ron	Acest suc are gust acru.
610865	ron	Ea lucrează zi şi noapte.
610867	ron	Ea a cumpărat două perechi de şosete.
610869	ron	Tatăl meu nu este acasă.
610874	ron	Dacă plouă diseară, nu plec de acasă.
610882	ron	Îmi face plăcere să vă cunosc!
610895	ron	Această brânza este făcută din lapte de oaie.
610897	ron	Lui Tom nu-i place brânza.
610899	ron	Brânza nu se digeră repede.
610906	ron	Mama ne-a pregătit sandvișuri cu brânză pentru prânz.
610910	ron	Îmi dai brânza cremă te rog?
610921	ron	Se afla o moară de apă sub baraj.
610923	ron	Micul dejun este gata.
610953	ron	Am sărit peste micul dejun.
610954	ron	Ai luat deja prânzul?
610957	ron	După prânz ne-am uitat la televizor.
610962	ron	Mama e ocupată cu gătitul cinei.
646337	ron	Cine nu vrea să lucreze, nici să nu mănânce.
646459	ron	Toţi cei ce scot sabia, de sabie vor pieri.
670576	ron	Ce se va întâmpla cu ea?
670577	ron	Vederea slabă este un handicap pentru un atlet.
670618	ron	Pe ce linie pentru Boston?
670627	ron	Daca nu m-ar fi ajutat ea, nu aş mai fi viu acum.
670628	ron	A renunţat la visul de a fi pilot.
670629	ron	A abandonat visul de a fi pilot.
670630	ron	Probabil, dar el vrea ca să renunţ dintr-odată.
670631	ron	Dragostea e cea care conduce lumea.
670633	ron	Iubirea este cea care conduce lumea.
670634	ron	La hotelul Hilton, vă rog!
670636	ron	Nu pot să ţin pasul cu schimbările astea în modă.
670639	ron	Naivul bărbat era extrem de stânjenit în prezenţa ei.
670642	ron	Studenţilor care sosesc târziu nu le va fi permisă intrarea în cămin.
670643	ron	Studenţilor întârziaţi nu le va fi permisă intrarea în cămin.
670645	ron	Cel mult patruzeci la sută dintre studenţi continuă universitatea.
670649	ron	Când aduni trei cu patru, obţii şapte.
670662	ron	Numele şi numărul zborului dumneavoastră, vă rog!
670675	ron	Poţi să-l alegi pe care îl vrei.
670678	ron	Poţi s-o alegi pe care o vrei.
670682	ron	El a decis o nouă politică.
670685	ron	Ți-aș da orice însă nu și ăsta.
670689	ron	Nu îşi ascultă întotdeauna părinţii.
670692	ron	Poţi alege orice carte vrei.
670694	ron	Poţi alege orice.
670698	ron	E ieftin, nu-i aşa?
670699	ron	Nu bea decât la ocazii speciale.
670700	ron	Nu am văzut niciodată un apus de soare atât de frumos.
689399	ron	Crăciun fericit!
689402	ron	Cred că acest pește este un pește de apă dulce.
689407	ron	Nu îmi place peștele făcut pe grătar, cu atât mai puțin peștele crud.
689411	ron	Casa păsărilor este în pădure, casa peștilor este în râu, casa albinelor este în flori, iar casa copiilor mici este în China. Ne iubim patria de când suntem mici, precum păsările iubesc pădurea, peștii iubesc râul și albinele iubesc florile.
689413	ron	Aerul este pentru oameni ceea ce apa este pentru pești.
698912	ron	Ei îi place să pescuiască.
698914	ron	Lui îi place să pescuiască.
698918	ron	Nu are nimic a face cu mine.
698920	ron	Îți place floarea aceasta?
698927	ron	Acest fapt îi dovedește nevinovăția.
698931	ron	La ce oră te-ai obișnuit să te duci la culcare?
698933	ron	Cu ce vă pot fi de folos astăzi, domnule?
698935	ron	A fost cu adevărat interesant.
698940	ron	Acest roman mă plictisește.
698941	ron	Cum se numește acest râu?
698943	ron	Deschide-ți cartea la pagina zece.
698944	ron	Ea a promovat examenul de engleză.
698946	ron	Cât costă?
698947	ron	De ce mă iubești?
698948	ron	Unde locuiești?
698949	ron	Acela este tatăl nostru.
698950	ron	Aceasta este mama mea.
698951	ron	Am 2 frați.
698952	ron	Am vrut să cumpăr cartea.
698954	ron	Dacă un triunghi are două unghiuri drepte, atunci este un pătrat căruia îi lipsește o latură.
698956	ron	Acesta este cuvântul pe care l-am găsit in dicționar.
698957	ron	Cine este autorul acestei cărți?
698959	ron	Fusese in Kyoto de două ori.
698961	ron	Lui Einstein îi plăcea sa cânte la vioară.
698962	ron	Tu crezi că așa ceva este posibil?
698963	ron	Unde te duci?
698964	ron	Fii iubit.
698965	ron	Mâine mă duc la Paris.
698967	ron	Ea este Li Ying.
698969	ron	Stai puțin.
698970	ron	Viața este scurtă.
698972	ron	Am două cărți.
698973	ron	Cartea este mare.
698974	ron	Cartea este albă.
698975	ron	Ea nu are foarte multe cărți.
699622	ron	Am 18 ani.
699623	ron	Am văzut câinele.
699625	ron	Nu suntem niciodată atât de fericiţi sau de nefericiţi pe cât credem.
699627	ron	Ieri am mâncat un măr.
699628	ron	Voi rămâne acasă astăzi.
699629	ron	Nu se poate respira aici.
699630	ron	Poţi rezolva această problemă?
699631	ron	Nu sunt atât de idiot încât sa te cred.
699632	ron	Îţi place floarea aceasta?
699636	ron	Drapelul roşu indică prezenţa unui pericol.
699676	ron	Te iubesc.
699683	ron	Mi-e dor de tine.
702059	ron	Toţi străinii care vizitează Japonia spun că preţurile aici sunt prea mari.
702061	ron	El a ţinut un jurnal în timpul călătoriei.
702062	ron	Călătoria lor a fost amânată din cauza ploii.
702064	ron	În lipsa partenerului meu de călătorie, am fost singur în câteva excursii.
702065	ron	Agenţia de voiaj ne-a furnizat toate detaliile turului.
702067	ron	A călători cu vaporul durează mai mult decât a călători cu maşina.
702068	ron	Îmi place să călătoresc.
702069	ron	Lucrez la o agenţie de voiaj.
702070	ron	Agentul de voiaj ne-a sugerat să luăm cu noi câteva cecuri de călătorie.
702183	ron	Studiul făcut de ei arată că americanii nu sunt interesaţi de Japonia.
702184	ron	A fost uimit de prostia sa.
702186	ron	Vreau să mă fac reporter sportiv.
702189	ron	L-am pierdut pe fiul meu acum aproape un deceniu.
702190	ron	Acest peşte miroase urât.
702192	ron	Copiii încep să ne scape de sub control.
702193	ron	Acum că sunt adult, gândesc altfel.
702194	ron	Am mâncat până mi s-a făcut rău.
702195	ron	Betty nu poate deosebi binele de rău.
702197	ron	Primul Ministru a semnat un acord comercial între cele două ţări.
702208	ron	N-am puteam să tolerez lipsa lui de politeţe.
702209	ron	Nu sunt obişnuit să mă scol atât de devreme.
702210	ron	Este o fotografie recentă?
702212	ron	Modestul lor venit nu le permite multe luxuri.
702214	ron	Bogăţia lui nu l-a făcut fericit.
702216	ron	Ieri Betty a fost la mare.
702225	ron	Se va despărţi de prietenul ei.
705784	ron	Pot citi cu uşurinţă în spaniolă.
705785	ron	În zilele de azi nu este neobișnuit pentru o femeie sa călătorească singură.
705786	ron	Toată lumea admiră picturile sale.
705787	ron	Înveţi ceva nou in fiecare zi.
705788	ron	Urmăreşti dezbaterile parlamentare?
705789	ron	Am cerut să li se permită sa plece.
705790	ron	Domnul Suzuki nu este dentist, ci medic.
705791	ron	Din curiozitate, am deschis cutia.
705792	ron	Acest subiect ar trebui discutat in detaliu.
705808	ron	L-am pus pe fiul meu să ude peluza.
705809	ron	Acest puzzle are 500 de piese.
705811	ron	Te las pe tine să cumperi biletele.
705812	ron	Mă doare braţul rău.
705813	ron	Nu sunt ocupat acum.
705814	ron	El mănâncă mult.
705815	ron	Din câte știu, el nu a făcut niciodată aşa o greşeală.
705816	ron	Mary s-a ataşat foarte tare de fetiţa aceea.
705817	ron	El a jucat un rol foarte important în afacere.
705818	ron	Am fost foarte impresionat de discursul său.
705819	ron	Mama mea a plecat ieri la cumpărături în centru.
705820	ron	Înțeleg că el este mulțumit.
705821	ron	Ai vrea să mergi cu mine la cumpărături?
705822	ron	Elefanții sunt cele mai mari animale terestre care trăiesc în ziua de astăzi.
705823	ron	Ea nu ştie cum să conducă o maşină.
705987	ron	Toţi oamenii sunt egali în drepturi.
705997	ron	Ai avut un weekend plăcut?
706000	ron	Ai avut un sfârşit de săptămână plăcut?
706007	ron	Ascultându-l pe Mahler, Lyusya se gândea mereu la moarte şi la viaţa eternă.
706018	ron	Dacă este adevărat că grecii le interziceau femeilor să meargă la teatru, atunci procedau corect; pentru că așa cu siguranța ar fi putut să audă ceva.
706020	ron	Formează câte o propoziție cu fiecare dintre aceste cuvinte.
706025	ron	Tu nu-ţi aminteşti; eu nu voi uita niciodata.
706028	ron	Pune-te în locul ei.
706030	ron	Închipuie-ţi că eşti in locul ei.
706032	ron	Preţurile sunt mari.
706035	ron	El şi-a terminat treaba, nu-i aşa?
706044	ron	Credeam că era drăguţă.
706047	ron	Mama încercă să se înțeleagă cu fiul său.
706050	ron	Dacă înveţi din greu, vei deveni un student bun.
706052	ron	Nu-l pedepsi pentru că a spart geamul. Nu este vina lui.
706053	ron	Nu există niciun motiv pentru care să nu o fac.
